,CIK NUMBER,COMPANY NAME,REPORTING FILE NUMBER,ADDRESS1,ADDRESS2,CITY,STATE CODE,ZIP CODE
242,200403,JEFFERIES LLC,815074,520 MADISON AVENUE,16TH FLOOR,NEW YORK,NY,10022
243,200445,"MM GLOBAL SECURITIES, INC.",811988,110 WALL STREET,UNIT 5070,NEW YORK,NY,10005
244,200565,UBS FINANCIAL SERVICES INC.,816267,315 DEADERICK STREET,"3RD FL, COMPLIANCE DEPARTMENT",NASHVILLE,TN,37238
245,200597,E. E. POWELL & COMPANY INC.,808193,200 NORTHPOINTE CIRCLE,SUITE 304,SEVEN FIELDS,PA,16046
246,200648,ROMANO BROTHERS AND COMPANY,814213,1560 SHERMAN AVENUE,SUITE 1300,EVANSTON,IL,60201
247,200664,"ST. GERMAIN SECURITIES, INC.",804575,1500 MAIN STREET, ,SPRINGFIELD,MA,01115
248,200684,"SECURITY DISTRIBUTORS, LLC",810781,ONE SECURITY BENEFIT PLACE, ,TOPEKA,KS,66636
249,200724,"SMITH, MOORE & CO.",827480,"7777 BONHOMME AVE., SUITE 2400", ,CLAYTON,MO,63105
250,200854,ZIV INVESTMENT COMPANY,818119,141 W. JACKSON BLVD,SUITE # 2095,CHICAGO,IL,60604-2983
251,201391,"CASEY SECURITIES, LLC",821205,221 RIVER STREET,SUITE 9114,HOBOKEN,NJ,07030
252,201820,"AWM SERVICES, LLC",817526,770 S. POST OAK LANE,SUITE 270,HOUSTON,TX,77056
253,201843,"FIRST TRYON SECURITIES, LLC",821426,1355 GREENWOOD CLIFF,SUITE 401,CHARLOTTE,NC,28204
254,201867,L. B. FISHER & COMPANY,821023,17300 DALLAS PARKWAY,SUITE 3050,DALLAS,TX,75248
255,201906,"THE FRAZER LANIER COMPANY, INCORPORATED",820267,P.O. BOX 5190, ,MONTGOMERY,AL,36103
256,201918,"G.RESEARCH, LLC",821373,ONE CORPORATE CENTER, ,RYE,NY,10580-1435
257,203129,"GREGORY J. SCHWARTZ & CO., INC.",820955,3707 WEST MAPLE ROAD, ,BLOOMFIELD HILLS,MI,48301-3212
258,203183,"SHEARMAN, RALSTON INC.",821190,333 GREENWICH AVENUE, ,GREENWICH,CT,06830
259,203440,TRIAD SECURITIES CORP,820930,111 BROADWAY 11TH FLOOR, ,NEW YORK,NY,10006-9401
260,205021,"INVESCO DISTRIBUTORS, INC.",821323,11 GREENWAY PLAZA,SUITE 1000,HOUSTON,TX,77046-1173
261,205307,CANACCORD GENUITY WEALTH MANAGEMENT (USA) INC.,821025,PMB 2300,250 H STREET,BLAINE,WA,98230-4018
262,205485,"ISAAK BOND INVESTMENTS, INC.",821410,"3900 S WADSWORTH BLVD, STE 590", ,LAKEWOOD,CO,80235-2224
263,205653,"MONNESS CRESPI HARDT & CO., INC.",821380,767 THIRD AVENUE, ,NEW YORK,NY,10017-2047
264,215360,"CAPITAL INSTITUTIONAL SERVICES, INC.",822273,1700 PACIFIC AVE.,SUITE 1100,DALLAS,TX,75201
265,215448,"CLARENDON INSURANCE AGENCY, INC.",821590,1601 TRAPELO ROAD,SUITE 30,WALTHAM,MA,02451
266,215660,"PACTOLUS SECURITIES, LLC",821979,8614 WESTWOOD CENTER DRIVE,SUITE 620,VIENNA,VA,22182
267,215674,COLLIERS SECURITIES LLC,821937,90 SOUTH SEVENTH STREET,SUITE 4300,MINNEAPOLIS,MN,55402-4108
268,215914,FSC SECURITIES CORPORATION,821770,2300 WINDY RIDGE PKWY,SUITE 750N,ATLANTA,GA,30339
269,216095,"REGAL SECURITIES, INC.",821765,950 MILWAUKEE AVE.,SUITE 102,GLENVIEW,IL,60025-3766
270,216351,HUNTLEIGH SECURITIES CORPORATION,821893,7800 FORSYTH BLVD.,5TH FLOOR,ST. LOUIS,MO,63105
271,216696,NTB FINANCIAL CORPORATION,821884,9540 SOUTH MAROON CIRCLE,SUITE 250,CENTENNIAL,CO,80112
272,217448,VANGUARD MARKETING CORPORATION,821570,400 DEVON PARK DRIVE- M39, ,WAYNE,PA,19087
273,217550,"AMERICAN GLOBAL WEALTH MANAGEMENT, INC.",821584,1600 PENNSYLVANIA AVE., ,MCDONOUGH,GA,30253
274,225015,"ALLEGHENY INVESTMENTS, LTD.",822183,STONE QUARRY CROSSING,"811 CAMP HORNE ROAD, SUITE 100",PITTSBURGH,PA,15237
275,225345,FIRST KENTUCKY SECURITIES CORPORATION,822224,4360 BROWNSBORO ROAD,SUITE 115,LOUISVILLE,KY,40207
276,225396,"M.Y. SAFRA SECURITIES, INC.",822326,"499 PARK AVENUE, 10TH FLOOR",6B,NEW YORK,NY,10022
277,225412,OSCAR GRUSS & SON INCORPORATED,822371,430 PARK AVENUE,6TH FLOOR,NEW YORK,NY,10022
278,225478,"WOODBURY FINANCIAL SERVICES, INC.",813846,7755 3RD STREET NORTH, ,OAKDALE,MN,55128
279,226001,"R.M. STARK & CO., INC.",822543,730 S FEDERAL HIGHWAY,SUITE 203,LAKE WORTH BEACH,FL,33460
280,230299,"INVESTACORP, INC.",822598,4400 BISCAYNE BLVD,11TH FLOOR,MIAMI,FL,33137
281,230611,UBS SECURITIES LLC,822651,600 WASHINGTON BLVD,10TH FLOOR,STAMFORD,CT,06901
282,275356,"FED MUTUAL FINANCIAL SERVICES, INC.",822813,3750 WEST DEERFIELD ROAD, ,RIVERWOODS,IL,60015-3541
283,275484,"INDEPENDENT FINANCIAL GROUP, LLC",822870,12671 HIGH BLUFF DRIVE,SUITE 200,SAN DIEGO,CA,92130
284,276401,E. MAGNUS OPPENHEIM & CO. INC.,823411,"261 MADISON AVENUE, 9TH FLOOR, STE. 9015", ,NEW YORK,NY,10016-2303
285,276617,"MOORS & CABOT, INC.",823060,ONE FEDERAL STREET,19TH FLOOR,BOSTON,MA,02110
286,276683,UNICREDIT CAPITAL MARKETS LLC,823081,150 EAST 42ND STREET, ,NEW YORK,NY,10017-4679
287,276721,"KEEL POINT CAPITAL, LLC",822990,100 CHURCH STREET,SUITE 500,HUNTSVILLE,AL,35801
288,276931,KAHN BROTHERS LLC,823135,555 MADISON AVENUE,22ND FLOOR,NEW YORK,NY,10022-3301
289,277453,"LBMZ SECURITIES, INC.",823266,10 S RIVERSIDE PLAZA,SUITE 1600,CHICAGO,IL,60606
290,277570,"ALLIANT SECURITIES, INC. TURNER, NORD, KIENBAUM",823305,695 NORTH LEGACY RIDGE DRIVE SUITE 300, ,LIBERTY LAKE,WA,99019
291,277770,"PTX SECURITIES, LLC",823378,"6221 CHAPEL HILL, SUITE 200", ,PLANO,TX,75093
292,277841,"TD AMERITRADE, INC.",823395,200 SOUTH 108TH AVENUE, ,OMAHA,NE,68154
293,277871,BNY MELLON SECURITIES CORPORATION,813801,240 GREENWICH STREET,9TH FLOOR,NEW YORK,NY,10286
294,277900,"CENTENNIAL SECURITIES COMPANY, INC.",823406,3075 CHARLEVOIX DRIVE SE, ,GRAND RAPIDS,MI,49546
295,278082,FIDELITY BROKERAGE SERVICES LLC,823292,TWO DESTINY WAY,MAIL ZONE: WG3D,WESTLAKE,TX,76262
296,278306,"BENJAMIN SECURITIES, INC.",823518,750 VETERANS MEMORIAL HIGHWAY SUITE 210, ,HAUPPAUGE,NY,11788
297,278307,"THE BAKER GROUP, LP",823684,1601 NW EXPRESSWAY,SUITE 2000,OKLAHOMA CITY,OK,73118-1426
298,278331,APEX CLEARING CORPORATION,823522,ONE DALLAS CENTER,"350 N. ST. PAUL, SUITE 1300",DALLAS,TX,75201
299,310260,"J. D. SEIBERT & COMPANY, INC.",823604,20 WEST 9TH STREET, ,CINCINNATI,OH,45202-2024
300,310607,"INSTINET, LLC",823669,"WORLDWIDE PLAZA,",309 WEST 49TH STREET,NEW YORK,NY,10019
301,310695,"NORTHERN TRUST SECURITIES, INC.",823689,50 SOUTH LASALLE STREET, ,CHICAGO,IL,60603
302,310710,"SECURITIES RESEARCH, INC.",823699,3055 CARDINAL DRIVE,SUITE 104,VERO BEACH,FL,32963
303,311147,"ATLANTIC SECURITIES, INC.",810963,920 PROVIDENCE RD.,SUITE 201,TOWSON,MD,21286-2988
304,311713,"CANTELLA & CO., INC.",823904,"350 MAIN STREET, 3RD FL.",40TH FLOOR,MALDEN,MA,02148
305,311800,"FIRST HONOLULU SECURITIES, INC.",823919,3615 HARDING AVE,SUITE 207,HONOLULU,HI,96816
306,311887,"THE GMS GROUP, LLC",823936,120 EAGLE ROCK AVE,SUITE 300,EAST HANOVER,NJ,07936
307,312272,"COMMONWEALTH EQUITY SERVICES, LLC",824040,29 SAWYER ROAD,ONE UNIVERSITY OFFICE PARK,WALTHAM,MA,02453-3483
308,312362,"SELKIRK INVESTMENTS, INC.",824054,421 W  RIVERSIDE,SUITE 1020 B,SPOKANE,WA,99201-0409
309,312603,"CREWS & ASSOCIATES, INC.",824075,P.O. BOX 1696, ,LITTLE ROCK,AR,72203-1696
310,312970,WESTMORELAND CAPITAL CORPORATION,824116,1521 N. COOPER STREET,SUITE 400,ARLINGTON,TX,76011
311,312983,"YORK SECURITIES, INC.",824126,160 BROADWAY, ,NEW YORK,NY,10038
312,313167,"JUDGE & ASSOCIATES, INC.",824152,495 BELL DRIVE, ,DES PLAINES,IL,60016
313,313269,"J K R & COMPANY, INC.",824191,7145 WOODLEY AVE, ,VAN NUYS,CA,91406
314,313374,"POPULAR SECURITIES, LLC",824216,208 AVENUE PONCE DE LEON,POPULAR CENTER SUITE 1200,SAN JUAN,PR,00918-1035
315,313485,ROSENBLATT SECURITIES INC.,824255,40 WALL STREET,59TH FLOOR,NEW YORK,NY,10005
316,313800,"FRED ALGER & COMPANY, INCORPORATED",815900,360 PARK AVENUE SOUTH,600 PLAZA ONE,NEW YORK,NY,10010
317,314774,"KOONCE SECURITIES, LLC",824511,6229 EXECUTIVE BLVD., ,ROCKVILLE,MD,20852
318,314828,"AUSDAL FINANCIAL PARTNERS, INC.",824519,5187 UTICA RIDGE RD,STE 400,DAVENPORT,IA,52807
319,315242,"GARY HOCH AGENCY, INC.",824582,2645 ELMWOOD AVE., ,BUFFALO,NY,14217
320,315603,GUNN & COMPANY INCORPORATED,824680,711 NAVARRO,SUITE 235,SAN ANTONIO,TX,78205
321,316097,"GRAMERCY SECURITIES, INC.",824767,P.O. BOX 1059, ,CHARLESTOWN,RI,02813
322,316227,"CERTIGROUP, INC.",824784,8302 GULF OF MEXICO BLVD., ,MARATHON,FL,33050
323,316237,KW SECURITIES CORPORATION,824792,100 LARKSPUR LANDING CIRCLE,SUITE 200,LARKSPUR,CA,94939
324,316561,"TRANSAMERICA CAPITAL, INC.",824829,1801 CALIFORNIA ST.,SUITE 5200,DENVER,CO,80202
325,316595,SOUTHAMPTON INVESTMENT SERVICES INC.,824841,395 HUDSON STREET,SUITE 701,NEW YORK,NY,10014
326,317309,"ALTEGRIS INVESTMENTS, LLC",824931,1200 PROSPECT STREET,SUITE 400,LA JOLLA,CA,92037
327,317561,SEAPORT SECURITIES CORP.,824971,60 BROAD STREET, ,NEW YORK,NY,10004
328,317847,SPENCER-WINSTON SECURITIES CORPORATION,824995,45 WEST 47TH STREET SUITE 402, ,NEW YORK,NY,10036-2825
329,317974,"GLOBAL ATLANTIC DISTRIBUTORS, LLC",825027,ONE FINANCIAL PLAZA,"755 MAIN STREET, 24TH FLOOR",HARTFORD,CT,06103
330,318181,PLANMEMBER SECURITIES CORPORATION,825065,6187 CARPINTERIA AVENUE, ,CARPINTERIA,CA,93013-2060
331,318336,CREDIT SUISSE SECURITIES (USA) LLC,800422,11 MADISON AVENUE,11TH FLOOR,NEW YORK,NY,10010
332,318463,"T. ROWE PRICE INVESTMENT SERVICES, INC.",825130,100 E PRATT ST, ,BALTIMORE,MD,21202
333,318492,A.G.P. / ALLIANCE GLOBAL PARTNERS CORP.,825132,88 POST ROAD WEST,2ND FLOOR,WESTPORT,CT,06880
334,318790,"CAPITAL FINANCIAL SERVICES, INC.",825203,1821 BURDICK EXPRESSWAY W, ,MINOT,ND,58701
335,319185,"THE WINDMILL GROUP, INC.",825280,P.O. BOX 295, ,SOMERS,NY,10589
336,319293,"RJJ PASADENA SECURITIES, INC.",825324,625 FAIR OAKS AVE.,SUTE 125,SOUTH PASADENA,CA,91030
337,319401,"AMUNI FINANCIAL, INC.",825338,P.O. BOX 11749, ,ST. PETERSBURG,FL,33733-9680
338,319516,"MCGINN, SMITH & CO., INC.",825374,CAPITAL CENTER,99 PINE STREET,ALBANY,NY,12207-3167
339,319727,"PENSION FUND EVALUATIONS, INC.",825520,2450 MIDDLE COUNTRY ROAD,SUITE 102 & 103,CENTEREACH,NY,11720
340,319933,"THURSTON, SPRINGER, MILLER, HERD & TITAK, INC.",825452,9000 KEYSTONE CROSSING,SUITE 700,INDIANAPOLIS,IN,46240-2142
341,320250,MUTUAL TRUST CO. OF AMERICA SECURITIES,825547,2963 GULF TO BAY BOULEVARD,SUITE #330,CLEARWATER,FL,33759
342,320273,"ABNER HERRMAN & BROCK, LLC",825549,HARBORSIDE 5 185 HUDSON STREET,SUITE 1640,JERSEY CITY,NJ,07311
343,320370,BAYTIDE SECURITIES CORPORATION,825570,P.O. BOX 580220,SUITE 500,TULSA,OK,74158
344,350713,"SWARTWOOD, HESSE INC.",825778,PO BOX 4557,2ND FLOOR,NEW YORK,NY,10163
345,350778,"GARDEN STATE SECURITIES, INC.",825790,328 NEWMAN SPRINGS ROAD, ,RED BANK,NJ,07701
346,350808,"MOWELL FINANCIAL GROUP, INC.",825866,407 EAST SIXTH AVENUE, ,TALLAHASSEE,FL,32303-6312
347,351106,"COLUMBIA MANAGEMENT INVESTMENT DISTRIBUTORS, INC.",825845,225 FRANKLIN STREET,BX 29 20661,BOSTON,MA,02110
348,351317,WALL STREET ACCESS,825936,"100 WALL STREET, SUITE 804", ,NEW YORK,NY,10005
349,351861,SECUREVEST FINANCIAL GROUP,826030,163 MADISON AVE,SUITE100,MORRISTOWN,NJ,07960
350,351952,HARVEST FINANCIAL CORPORATION,826037,1600 BENEDUM-TREES BUILDING,223 FOURTH AVENUE,PITTSBURGH,PA,15222
351,352290,"MERIDIEN FINANCIAL GROUP, INC.",826090,10 DORRANCE STREET,SUITE 524,PROVIDENCE,RI,02903
352,352468,"R. F. LAFFERTY & CO., INC.",825581,40 WALL STREET,19TH FLOOR,NEW YORK,NY,10005
353,352483,"LIBERTY INVESTMENT COUNSEL, LTD.",826128,700 PILGRIM PARKWAY SUITE 300, ,ELM GROVE,WI,53122-2063
354,352925,TIMECAPITAL SECURITIES CORPORATION,818248,ONE ROOSEVELT AVENUE, ,PORT JEFFERSON STATION,NY,11776-3336
355,354092,LESKO SECURITIES INC,826408,P.O. BOX 1890, ,BINGHAMTON,NY,13902-1890
356,354342,"NELSON IVEST BROKERAGE SERVICES, INC.",826448,423 COUNTRY CLUB DRIVE, ,WINTER PARK,FL,32789-2968
357,354497,PFS INVESTMENTS INC.,826486,1 PRIMERICA PARKWAY, ,DULUTH,GA,30099-0001
358,354642,"INTERNATIONAL ASSETS ADVISORY, LLC",827736,390 NORTH ORANGE AVENUE,SUITE 750,ORLANDO,FL,32801
359,354669,DEMOPOLIS CAPITAL INC.,826525,8 W. 126TH STREET,3RD FLOOR,HARLEM,NY,10027
360,355203,CAPITAL BROKERAGE CORPORATION,826614,6620 WEST BROAD STREET,BUILDING 2,RICHMOND,VA,23230
361,355211,"SECURITIES AMERICA, INC.",826602,P. O. BOX 460001, ,PAPILLION,NE,68046-0001
362,355421,JRL CAPITAL CORPORATION,826657,20371 IRVINE AVE,SUITE A-140,NEWPORT BEACH,CA,92660
363,355598,"MIDKIFF & STONE CAPITAL GROUP, INC.",826726,5410 LOS ROBLES, ,CARLSBAD,CA,92008
364,356343,PAULSON INVESTMENT COMPANY LLC,826807,5335 MEADOWS ROAD,SUITE 465,LAKE OSWEGO,OR,97035
365,356432,"ECONOMY SECURITIES, INCORPORATED",826775,1301 MORTENSEN LANE, ,EVANSVILLE,IN,47715
366,356437,CETERA ADVISORS LLC,826892,400 FIRST STREET SOUTH,SUITE 300,SAINT CLOUD,MN,56301
367,356628,NATIONAL FINANCIAL SERVICES LLC,826740,TWO DESTINY WAY,MAIL ZONE: WG3D,WESTLAKE,TX,76262
368,356647,SEI INVESTMENTS DISTRIBUTION CO.,827897,ONE FREEDOM VALLEY DRIVE, ,OAKS,PA,19456
369,700039,DFA Securities LLC,827006,6300 BEE CAVE ROAD,11TH FLOOR,AUSTIN,TX,78746
370,700078,"ROBERT A. STANGER & COMPANY, INC.",827120,1129 BROAD STREET,SUITE 201,SHREWSBURY,NJ,07702
371,700087,"WADDELL & REED, INC.",827030,P.O. BOX 29217,ATTN: SHAWN MIHAL,SHAWNEE MISSION,KS,66201-9217
372,700139,BTS SECURITIES CORPORATION,826818,420 BEDFORD ST-SUITE 340, ,LEXINGTON,MA,02420
373,700145,"BRUCE A. LEFAVI SECURITIES, INC.",826943,"2323 FOOTHILL DR., SUITE 100",SUITE 550,SALT LAKE CITY,UT,84109
374,700162,SCORE PRIORITY CORP.,827061,1 PENN PLAZA,16TH FLOOR,NEW YORK,NY,10119
375,700247,DECADE SECURITIES CORP.,826784,13555 BISHOPS COURT,SUITE 100,BROOKFIELD,WI,53005
376,700307,CNL SECURITIES CORP.,826901,P.O BOX 4920, ,ORLANDO,FL,32802-4920
377,700368,HAROLD H. OSHIMA,827123,21 MERCHANTS ROW,5TH FLOOR,BOSTON,MA,02109
378,700380,CETERA FINANCIAL SPECIALISTS LLC,827082,200 NORTH MARTINGALE ROAD,SEVENTH FLOOR,SCHAUMBURG,IL,60173
379,700637,"HARGER AND COMPANY, INC.",827287,8048 ONE CALAIS AVE SUITE D, ,BATON ROUGE,LA,70809
380,701059,"MML INVESTORS SERVICES, LLC",827250,1295 STATE STREET, ,SPRINGFIELD,MA,01111-0001
381,701417,"PAINTER, SMITH AND AMBERG INC.",827305,"1200 CALIFORNIA STREET, SUITE 220", ,REDLANDS,CA,92374
382,701426,FIRST ANALYSIS SECURITIES CORPORATION,827350,ONE SOUTH WACKER DRIVE,SUITE 3900,CHICAGO,IL,60606
383,702007,"CALDWELL SUTTER CAPITAL, INC.",827639,PO BOX 190, ,SAUSALITO,CA,94966-0190
384,702058,"WHITEHALL-PARKER SECURITIES, INC.",827688,117 PAUL DRIVE,SUITE B,SAN RAFAEL,CA,94903
385,702157,"GIT INVESTMENT SERVICES, INC.",827394,"15-B CATOCTIN CIRCLE, SE",SUITE 203,LEESBURG,VA,20175
386,702238,"DELANEY, JOSEPH VINCENT",827564,20 VIENNA, ,NEWORT BEACH,CA,92660
387,702252,MID ATLANTIC CAPITAL CORPORATION,827663,1251 WATERFRONT PLACE,SUITE 510,PITTSBURGH,PA,15222-6368
388,702307,"T.R. WINSTON & COMPANY, LLC",827519,P.O. BOX 74,376 MAIN STREET,BEDMINSTER,NJ,07921
389,702544,"CAPITAL MANAGEMENT SECURITIES, INC.",827779,7900 XERXES AVENUE S #500, ,MINNEAPOLIS,MN,55431-1120
390,702948,"CADARET, GRANT & CO., INC.",827844,100 MADISON STREET,SUITE 1300,SYRACUSE,NY,13202
391,703266,"KAUFMAN & COMPANY, LLC",827911,100 FRANKLIN STREET,STE. 403,BOSTON,MA,02110
392,704574,COINBASE CAPITAL MARKETS CORP,828032,200 PARK AVE SOUTH,STE 1208,NEW YORK,NY,10003
393,704661,"AKAR CAPITAL MANAGEMENT, INC.",828026,8551 W. SUNRISE BLVD #102A, ,PLANTATION,FL,33322
394,704744,"BATES SECURITIES, INC.",829005,8437 NORTHERN AVE, ,ROCKFORD,IL,61107
395,704850,"BARON CAPITAL, INC.",827533,767 FIFTH AVENUE,49TH FLOOR,NEW YORK,NY,10153
396,704897,"PAPAMARKOU WELLNER & CO., INC.",829033,"430 PARK AVENUE, 17TH FLOOR", ,NEW YORK,NY,10022
397,707011,KENSINGTON CAPITAL CORP.,828301,4910 13TH AVE., ,BROOKLYN,NY,11219-3100
398,707211,"FINANCE 500, INC.",828302,584 WALD,SUITE 200,IRVINE,CA,92618
399,708046,"MASON SECURITIES, INC.",828378,11130 SUNRISE VALLEY DRIVE,SUITE 200,RESTON,VA,20191-5321
400,708612,UBS FINANCIAL SERVICES INCORPORATED OF PUERTO RICO,828475,1000 HARBOR BLVD,"8TH FLOOR, COMPLIANCE DEPARTMENT",WEEHAWKEN,NJ,07086
401,708804,PODESTA & CO.,828860,1448 N. LAKE SHORE DRIVE,2A,CHICAGO,IL,60610
402,708999,ANDERSEN ERIK BRECHLING,828496,ONE PARK PLAZA BLDG.,3250 WILSHIRE BLVD SUITE 1750-L,LOS ANGELES,CA,90010-1502
403,709306,"DUNHAM & ASSOCIATES INVESTMENT COUNSEL, INC.",828527,P.O. BOX 910309, ,SAN DIEGO,CA,92191
404,709480,TIMBER HILL LLC,828569,THREE PICKWICK PLAZA,2ND FLOOR,GREENWICH,CT,06830
405,710025,"MUTUAL SECURITIES, INC.",828580,P.O. BOX 2864, ,CAMARILLO,CA,93011
406,710127,SEARLE & CO.,828600,333 GREENWICH AVE., ,GREENWICH,CT,06830
407,710858,"INVESTORS BROKERAGE OF TEXAS, LTD.",828644,225 SOUTH 5TH ST., ,WACO,TX,76701
408,711125,"ROYCE FUND SERVICES, LLC",828663,745 5TH AVENUE, ,NEW YORK,NY,10151
409,711241,"LAMON & STERN, INC.",828694,1950 NORTH PARK PLACE,STE.100,ATLANTA,GA,30339
410,711553,"WELLS FARGO ADVISORS FINANCIAL NETWORK, LLC",828721,ONE NORTH JEFFERSON AVENUE,H0004-05B,ST. LOUIS,MO,63103
411,711654,"AIG CAPITAL SERVICES, INC.",828733,HARBORSIDE 5,"185 HUDSON STREET, SUITE 3300",JERSEY CITY,NJ,07311
412,711998,"CON AM SECURITIES, INC.",828758,"3990 RUFFIN ROAD, SUITE 100", ,SAN DIEGO,CA,92123-1826
413,712769,"LAKESHORE SECURITIES, L.P.",828820,401 S. LASALLE STREET #1000, ,CHICAGO,IL,60605
414,712807,"MESIROW FINANCIAL, INC.",828816,353 N. CLARK STREET, ,CHICAGO,IL,60654
415,714223,"ROBOTTI SECURITIES, LLC",828886,60 EAST 42ND ST.,SUITE 3100,NEW YORK,NY,10165
416,714352,WESTMINSTER RESEARCH ASSOCIATES LLC,828900,599 LEXINGTON AVENUE,27 FLOOR,NEW YORK,NY,10022
417,714551,"MORRIS GROUP, INC.",828916,8250 HAVERSTICK,SUITE 250,INDIANAPOLIS,IN,46240
418,714696,"PALADIN MARKET ADVISORS, LLC",828941,90 BROAD STREET,2ND FLOOR,NEW YORK,NY,10004
419,715107,"SECURITIES SERVICE NETWORK, LLC",828980,9729 COGDILL ROAD,SUITE 301,KNOXVILLE,TN,37932
420,715563,"ZIMBALIST SMITH INVESTMENTS, LLC",828971,2900 NW CLEARWATER DRIVE,SUITE 320,BEND,OR,97703
421,715948,"MERIDIAN INVESTMENTS, INC.",829124,35 BRAINTREE HILL OFFICE PARK,SUITE 301,BRAINTREE,MA,02184
422,716851,MONEY CONCEPTS CAPITAL CORP,829671,11440 NORTH JOG ROAD, ,PALM BEACH GARDENS,FL,33418-3764
423,717551,HEITMAN SECURITIES LLC,829393,191 N. WACKER DRIVE,SUITE 2500,CHICAGO,IL,60606
424,717799,"BERTHEL, FISHER & COMPANY FINANCIAL SERVICES, INC.",829426,P. O. BOX 11340, ,CEDAR RAPIDS,IA,52410-1340
425,717857,"FIRST CANTERBURY SECURITIES, INC.",829446,12989 JUPITER ROAD,SUITE 203,DALLAS,TX,75238-3212
426,718065,NETWORK 1 FINANCIAL SECURITIES INC.,829471,"THE GALLERIA, SUITE 241",2 BRIDGE AVENUE,RED BANK,NJ,07701
427,718428,FRANKLIN TEMPLETON FINANCIAL SERVICES CORP.,829504,ONE FRANKLIN PARKWAY,C/O PERSHING,SAN MATEO,CA,94403
428,718845,"FIRST FINANCIAL SECURITIES OF AMERICA, INC.",829565,PO BOX 670329, ,HOUSTON,TX,77267-0329
429,718854,"WRIGHT INVESTORS' SERVICE DISTRIBUTORS, INC.",829579,2 CORPORATE DRIVE,SUITE 770,SHELTON,CT,06484
430,718856,CETERA ADVISOR NETWORKS LLC,829577,200 N PACIFIC COAST HWY,STE 1300,EL SEGUNDO,CA,90245-5672
431,719068,"AVANTAX INVESTMENT SERVICES, INC.",829533,3200 OLYMPUS BLVD,SUITE 100,DALLAS,TX,75019
432,719188,MINT BROKERS,829616,ONE SEAPORT PLAZA,19TH FLOOR,NEW YORK,NY,10038
433,719538,"PEOPLE'S SECURITIES, INC.",829667,P.O. BOX 31, ,BRIDGEPORT,CT,06601-0031
434,719993,"DELAWARE DISTRIBUTORS, L.P.",829755,ONE INDEPENDENCE,610 MARKET STREET,PHILADELPHIA,PA,19106-2354
435,719997,"MIDAS SECURITIES GROUP, INC.",829751,11 HANOVER SQUARE, ,NEW YORK,NY,10005
436,721194,WORTH FINANCIAL GROUP INC.,829827,16660 DALLAS PARKWAY,SUITE 2200,DALLAS,TX,75248
437,721231,"BARRINGTON RESEARCH ASSOCIATES, INC.",829831,"161 N. CLARK ST., SUITE 2950", ,CHICAGO,IL,60601-3221
438,721728,SEQUOIA EQUITIES SECURITIES CORPORATION,829868,1655 NORTH MAIN STREET SUITE 270,SUITE 300,WALNUT CREEK,CA,94596
439,722078,MUTUAL FUNDS ASSOCIATES INC.,813026,1701 CHILI AVE, ,ROCHESTER,NY,14624
440,722132,WALL STREET CAPITAL CORPORATION,829897,1303 OAKTREE ESTATES CT.,SUITE LL1,ST. LOUIS,MO,63017
441,722878,"WILLIAM C. BURNSIDE & COMPANY, INC.",821242,P.O. BOX 507, ,DANVILLE,IL,61834-0507
442,723220,"CUNA BROKERAGE SERVICES, INC.",830027,2000 HERITAGE WAY, ,WAVERLY,IA,50677
443,723756,PORTSMOUTH FINANCIAL SERVICES,830097,250 MONTGOMERY STREET,SUITE 200,SAN FRANCISCO,CA,94104
444,724023,"GOOGINS ADVISORS, INC",830116,6417 UNIVERSITY AVE, ,MIDDLETON,WI,53562-3417
445,724391,KEYBANC CAPITAL MARKETS INC.,830177,127 PUBLIC SQUARE,800 SUPERIOR AVENUE,CLEVELAND,OH,44114
446,724482,GILDER GAGNON HOWE & CO. LLC,830196,475 TENTH AVENUE, ,NEW YORK,NY,10018
447,724683,PIPER SANDLER & CO.,815204,800 NICOLLET MALL,SUITE 900,MINNEAPOLIS,MN,55402-7020
448,724743,"RAYMOND JAMES & ASSOCIATES, INC.",810999,880 CARILLON PARKWAY, ,ST. PETERSBURG,FL,33716
449,725764,SYCAMORE FINANCIAL GROUP,830302,2713 ROCKFORD LANE, ,KOKOMO,IN,46902
450,726555,"CAPITOL SECURITIES MANAGEMENT, INC.",830353,100 CONCOURSE BLVD,SUITE 101,GLEN ALLEN,VA,23059
451,726620,BETTINGER & LEECH FINANCIAL CORP.,830375,600 PALISADE AVENUE, ,ENGLEWOOD CLIFFS,NJ,07632
452,727015,"INTERNATIONAL MONEY MANAGEMENT GROUP, INC.",830417,110 CHANNEL MARKER WAY SUITE #101,SUITE 201,GRASONVILLE,MD,21638
453,727293,"FBN SECURITIES, INC.",830461,120 BROADWAY,10TH FLOOR,NEW YORK,NY,10271
454,727732,SIGMA FINANCIAL CORPORATION,830466,300 PARKLAND PLAZA, ,ANN ARBOR,MI,48103-9508
455,728509,REVERE SECURITIES LLC,830511,"650 FIFTH AVENUE, 35FTH FLOOR", ,NEW YORK,NY,10019
456,729162,"R.M. DUNCAN SECURITIES, INC.",830534,501 NORTH UNIVERSITY,SUITE 101,LITTLE ROCK,AR,72205
457,729563,"GILL CAPITAL PARTNERS, LLC",830563,600 S. CHERRY ST.,SUITE 800,DENVER,CO,80246-1710
458,729596,"NELSON SECURITIES,INC.",830576,9718 N MORTON CT, ,SPOKANE,WA,99218
